ID, check_bal , num_inactive_mths , check_trans_average , num_check_acct , avg_check_bal_3mth , num_mth_since_max_bal , num_mth_since_max_neg_bal , mthly_change_in_neg_bal , mthly_change_in_pos_bal , max_bal , max_neg_bal , avg_num_active_acct_last_6_mth , avg_num_active_acct , avg_overdraft , avg_overdraft_last_6_mth , CC_wtdrw_last_3_mth , CC_wtdrw , saving_acct_bal_EOM , change_in_saving_bal_in_1mth , change_in_liquid_funds_in_1mth , liquid_funds_bal , age , CLV , Churn 
4279,0,1,1, -      ,11,9,1, -      ,-1,427, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,33,1
4280,1, -      , -      , -      ,0,12,1, -      ,0,1,301,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,58,1,1
4281, -      ,1,3, -      , -      ,1,12,-43, -      ,1,"1,574",2, -      , -      ,107, -      , -      , -      , -      , -      , -      ,42,271,1
4282,255, -      ,7,7,17,11,1, -      ,-7,37, -      ,4,4, -      , -      , -      , -      , -      , -      ,-5,4,20,25,1
4283, -      ,4,0, -      , -      ,11,1, -      , -      ,"23,346", -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,365,1
4284, -      ,2,0, -      ,10,3,1, -      , -      ,29, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,189,0,1
4285, -      ,2, -      , -      , -      ,1,1, -      , -      ,71,"2,069",1, -      , -      , -      ,-7,-2, -      , -      , -      , -      ,15,1,1
4286, -      ,3,1, -      , -      ,5,1, -      , -      ,41, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,92,93,1
4287,596, -      ,1,3,35,1,1, -      ,104,"1,109", -      ,0,2, -      , -      , -      , -      , -      , -      , -      , -      ,23,91,1
4288, -      ,2, -      , -      , -      ,10,12, -      , -      ,0,"2,858",1, -      , -      , -      ,29,27, -      , -      , -      , -      ,39,25,1
4289, -      ,5, -      , -      , -      ,1,1, -      , -      ,"1,003", -      , -      , -      , -      , -      ,-36,-11, -      , -      , -      , -      ,88, -      ,1
4290, -      ,1,2, -      , -      ,12,12, -      , -      ,1,"3,273",1, -      , -      ,50, -      , -      , -      , -      , -      , -      ,59,296,1
4291, -      ,3,3, -      , -      ,5,1, -      , -      ,181, -      ,2, -      , -      , -      , -      , -      , -      , -      , -      , -      ,20,32,1
4292, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,974,270, -      , -      , -      , -      ,34,5,1
4293, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,435,170, -      , -      , -      , -      ,43, -      ,1
4294,187, -      ,1,2,2,1,1, -      ,6,6, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,30,0,1
4295, -      , -      ,1, -      , -      ,6,7, -      , -      ,0,"2,408",2,2, -      ,1, -      , -      , -      , -      , -      , -      ,49,331,1
4296,493, -      ,0, -      ,495,10,1, -      ,-14,847, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,20,152,1
4297, -      ,1,2, -      ,185,9,1, -      , -      ,"4,446", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,12,310,1
4298, -      ,3,4, -      , -      ,4,1, -      , -      ,21, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,139,4,1
4299,61, -      , -      , -      ,50,12,1, -      ,-33,70, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,93,125,1
4300,2, -      ,2,3,22,6,1, -      ,-14,56, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,32,22,1
4301,176, -      ,1, -      ,186,4,1, -      ,-8,260, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,17,14,1
4302, -      ,2,2, -      , -      ,5,11, -      , -      ,14,286,1, -      , -      ,8, -      , -      , -      , -      , -      , -      ,64,5,1
4303, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,39, -      ,1
4304, -      ,1, -      , -      , -      ,1,1, -      , -      , -      ,2,0, -      , -      , -      ,816,20, -      , -      , -      , -      ,46,54,1
4305,101, -      , -      , -      ,102,12,1, -      ,-113,"6,077", -      ,2,2, -      , -      , -      , -      ,"4,917",-108, -      , -      ,24,112,1
4306, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,12,0,1
4307,4, -      ,3,3,1,6,1, -      ,0,52, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,47,1,1
4308, -      ,5,0, -      ,0,7,1, -      , -      ,319, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,55,9,1
4309,20, -      , -      , -      ,16,9,12, -      ,-11,22,"1,604",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,31,620,1
4310, -      ,5, -      , -      , -      ,1,1, -      , -      ,38,"2,229",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,40, -      ,1
4311,7,1, -      , -      ,6,12,1, -      ,-4,34, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,44,60,1
4312, -      , -      ,3,3,6,1,1, -      ,312,"90,659", -      ,1,1, -      , -      , -      , -      ,"11,946",329, -      , -      ,112,358,1
4313, -      ,4, -      , -      , -      ,11,12, -      , -      ,539,"2,741",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,58,213,1
4314, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0,1, -      , -      ,545,545, -      , -      , -      , -      ,25,8,1
4315,4,3,2, -      ,4,5,1, -      ,0,"126,173", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,"2,436",1
4316,99, -      ,2,2,7,3,4,-111,4,13,"1,787",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,56,348,1
4317,202, -      ,3,4,23,4,1,19,-15,75,19,3,3,19,3, -      , -      , -      , -      , -      , -      ,26,17,1
4318,338, -      ,7,8,12,2,2,-17,-326,842,50,4,4,33,26, -      , -      , -      ,-325, -      , -      ,46,66,1
4319, -      ,2,3, -      ,2,3,1, -      , -      ,"1,815", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,136,51,1
4320, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      ,96,3, -      , -      , -      , -      ,41,5,1
4321, -      ,3, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,64, -      ,1
4322,515, -      ,12,5,110,5,1, -      ,7,340, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,45,110,1
4323, -      , -      , -      , -      , -      ,10,12, -      , -      ,1,"1,577",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,25,86,1
4324, -      ,1, -      , -      , -      ,1,1, -      , -      ,0,302,1, -      , -      , -      ,42,12, -      , -      , -      , -      ,115,21,1
4325,2, -      ,1, -      ,2,3,5, -      ,0,2,89,1,1, -      ,16,"1,972",634, -      , -      , -      , -      ,161,37,1
4326, -      ,2,0, -      ,1,3,1, -      , -      ,2, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,47,40,1
4327, -      , -      , -      , -      , -      ,1,1, -      , -      ,1,"2,709",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,35, -      ,1
4328, -      , -      ,0, -      , -      ,10,1, -      ,-6,254, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,105,23,1
4329, -      , -      , -      , -      , -      ,1,1, -      , -      ,217,"1,688",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,21, -      ,1
4330,0, -      ,2,2,0,10,12,-99, -      ,377,"2,327",3,2, -      , -      , -      , -      , -      , -      , -      , -      ,53,200,1
4331, -      , -      ,0, -      , -      ,4,1, -      , -      ,0, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,12, -      ,1
4332,1, -      ,3,6,0,4,12,-257,0,16,"3,063",3,2, -      , -      , -      , -      , -      , -      , -      , -      ,44,362,1
4333, -      ,3,1, -      , -      ,4,1, -      , -      ,6, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,94,87,1
4334, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,41, -      ,1
4335, -      , -      , -      , -      , -      ,1,1, -      ,10,"7,330", -      ,1,1, -      , -      , -      , -      ,"7,339",10, -      , -      ,121,271,1
4336, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,83,13,1
4337, -      ,3,1, -      , -      ,4,12, -      , -      ,57,164,1, -      , -      ,67, -      , -      , -      , -      , -      , -      ,20,121,1
4338,2, -      ,0, -      ,2,6,1, -      ,-1,19, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,92,4,1
4339, -      ,1, -      , -      , -      ,1,1, -      , -      ,1, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,104, -      ,1
4340, -      , -      , -      , -      , -      ,11,1, -      , -      ,12,"4,653",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,36,12,1
4341,1, -      ,5,3,1,6,1, -      ,"-7,946","498,861", -      ,1,1, -      , -      , -      , -      ,"360,496","-7,946", -      , -      ,13,"6,987",1
4342,40, -      ,14,7,49,6,1, -      ,-46,732, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,20,7,1
4343, -      ,3,1, -      , -      ,12,10, -      , -      ,0,242,1, -      , -      ,85, -      , -      , -      , -      , -      , -      ,69,244,1
4344,2, -      ,0,2,0,1,2,0,0,0,0,1, -      , -      ,0, -      , -      , -      , -      , -      , -      ,105,4,1
4345, -      ,1,0, -      , -      ,10,12, -      ,0,5,603, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,27,135,1
4346,1, -      ,0,2,1,3,1, -      ,0,1, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,44, -      ,1
4347, -      , -      , -      , -      , -      ,8,12, -      , -      ,0,831,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,109,27,1
4348, -      ,2, -      , -      , -      ,1,1, -      , -      ,9,"1,325",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,31, -      ,1
4349,147, -      ,1,1,151,12,1, -      ,-14,"3,238", -      ,2,2, -      , -      , -      , -      , -      , -      ,-7,429,69,147,1
4350, -      , -      , -      , -      , -      ,1,1, -      , -      ,0,"1,358",1,1, -      , -      ,0,0, -      , -      , -      , -      ,67, -      ,1
4351,0, -      ,3,2, -      ,10,8, -      ,0,43,"1,264",2, -      , -      ,79, -      , -      , -      , -      , -      , -      ,94,57,1
4352,47, -      ,3,1,51,11,12, -      ,-11,"1,171","3,210",4,3, -      ,87,310,29, -      , -      , -      , -      ,25,447,1
4353, -      , -      ,0, -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,"3,610",867, -      , -      , -      , -      ,38,31,1
4354,1, -      ,3,4,1,10,12,-39,0,17,749,3,3,12,13, -      , -      , -      , -      , -      , -      ,45,154,1
4355, -      ,5,1, -      , -      ,7,1, -      , -      ,"11,048", -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,179,206,1
4356, -      ,2,1, -      , -      ,11,1, -      , -      ,53,337, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,49,48,1
4357, -      , -      ,0, -      , -      ,8,1, -      , -      ,145, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,20,19,1
4358,9, -      ,3,7,0,12,1, -      ,0,"2,364", -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,77,79,1
4359, -      ,4, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,16, -      ,1
4360,"3,705", -      ,2,1,"1,914",4,1, -      ,"-1,794","32,988", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,34,555,1
4361,985, -      ,2,4,234,1,1, -      ,671,"3,885", -      ,1,2, -      , -      , -      , -      ,"3,100",-30, -      , -      ,119,129,1
4362,6, -      , -      , -      ,10,12,1, -      ,-4,16, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,143,18,1
4363, -      ,2,1, -      ,0,3,12, -      , -      ,52,"1,707",1, -      , -      ,89, -      , -      , -      , -      , -      , -      ,20,214,1
4364,2,3,0, -      ,2,3,1, -      ,-1,2, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,190,10,1
4365, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,132, -      ,1
4366,257, -      ,4,4,12,12,12, -      ,10,708,634,3,4, -      , -      , -      , -      , -      , -      ,2,2,39,85,1
4367, -      , -      ,4,2, -      ,6,12,0, -      ,9,"2,029",3,2,209,153, -      , -      , -      , -      , -      , -      ,29,325,1
4368, -      , -      , -      , -      , -      ,9,1, -      ,-416,"30,217",0,1,1, -      , -      , -      , -      ,"26,794",-416, -      , -      ,100,565,1
4369, -      ,1, -      , -      , -      ,1,12, -      , -      ,1,214, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,109,27,1
4370, -      ,2, -      , -      , -      ,1,1, -      , -      ,0,"3,107",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,65, -      ,1
4371, -      ,2, -      , -      , -      ,10,12, -      , -      ,0,"1,725",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,83,13,1
4372, -      , -      , -      , -      , -      ,10,12, -      , -      ,1,"3,319",1,2, -      , -      , -      , -      , -      , -      , -      , -      ,34,113,1
4373, -      ,5,0, -      , -      ,12,1, -      , -      ,97, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,49,0,1
4374, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,37, -      ,1
4375,0, -      ,1, -      ,0,2,1, -      ,0,0,"5,574",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,31,"9,122",1
4376, -      ,4, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,91, -      ,1
